代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
730003, 0P0000XPD7, 方正富邦货币A, 货币市场基金,0,0,0.24
100025, F0000003ZR, 富国天时货币A, 货币市场基金,0,0,0.25
2260, 0P000174EF, 中信建投添鑫宝货币, 货币市场基金,0,0,0.24
5056, 0P0001BHYY, 东方红货币A, 货币市场基金,0,0,0.25
519508, F0000003ZQ, 万家货币 - A, 货币市场基金,0,0,0.23
160606, F0000003XH, 鹏华货币 - A, 货币市场基金,0,0,0.28
460006, F0000004FB, 华泰柏瑞货币A, 货币市场基金,0,0,0.3
675071, 0P00018PLH, 西部利得天添金货币A, 货币市场基金,0,0,0.26
90022, 0P0000X9D5, 大成现金增利货币A, 货币市场基金,0,0,0.25
882, 0P00014N9H, 中金现金管家货币 - A, 货币市场基金,0,0,0.26
217004, F0200001XW, 招商现金增值货币 - A, 货币市场基金,0,0,0.25
110031, 0P0000WFM5, 易方达恒生中国企业ETF联接A, 大中华区股票,0,0,8.3
180008, F0000003X4, 银华货币 - A, 货币市场基金,0,0,0.28
519505, F0000003WY, 海富通货币A, 货币市场基金,0,0,0.22
310339, 0P0000XXLF, 申万菱信收益宝货币 - B, 货币市场基金,0,0,0.24
71, 0P0000WFWV, 华夏恒生ETF联接(QDII) A-人民币, 大中华区股票,0,0,8.16
4627, 0P0001BTZJ, 上投摩根岁岁益定期开放债券A, 纯债基金（封闭式）,0,0,-2.94
159002, 0P0000YABN, 易方达保证金收益货币 - B, 货币市场基金,0,0,0.29
863, 0P00014O5N, 富国天时货币D, 货币市场基金,0,0,0.28
2759, 0P0001818M, 东兴安盈宝货币A, 货币市场基金,0,0,0.25
511980, 0P00016V08, 汇添富添富通货币E, 货币市场基金,0,0,0.22
3419, 0P00019J0O, 中欧弘安一年定期开放债券, 普通债券型基金（封闭式）,0,0,-5.87
2647, 0P000180P7, 中科沃土货币B, 货币市场基金,0,0,0.26
505, 0P00011OG5, 国寿安保货币A, 货币市场基金,0,0,0.26
511830, 0P00016AJN, 华泰柏瑞交易型货币A, 货币市场基金,0,0,0.28
519589, F00000043Z, 交银货币 - B, 货币市场基金,0,0,0.28
198, 0P0000YW3K, 天弘余额宝货币, 货币市场基金,0,0,0.25
366, 0P0001588B, 汇添富添富通货币A, 货币市场基金,0,0,0.22
1925, 0P00016VH5, 兴业鑫天盈货币A, 货币市场基金,0,0,0.29
4073, 0P00019JO2, 金元顺安金通宝货币B, 货币市场基金,0,0,0.21
150005, F0000003WS, 银河银富货币 - A, 货币市场基金,0,0,0.25
260102, F0000003Y2, 景顺长城货币 - A, 货币市场基金,0,0,0.28
434, 0P000102GF, 新华壹诺宝货币A, 货币市场基金,0,0,0.24
2709, 0P00017ZB6, 红塔红土人人宝货币A, 货币市场基金,0,0,0.26
3363, 0P00018U0F, 长江乐享货币A, 货币市场基金,0,0,0.24
511960, 0P000177EY, 嘉实快线货币H, 货币市场基金,0,0,0.27
2318, 0P000179GA, 鹏华添利交易型货币A, 货币市场基金,0,0,0.25
378546, 0P0000VE3B, 上投摩根全球天然资源混合(QDII), 环球股债混合,0,0,5.08
1775, 0P00016I3L, 鹏华弘泰灵活配置混合C, 灵活配置型基金,0,0,0.28
511650, 0P00019C5T, 华夏快线交易型货币, 货币市场基金,0,0,0.26
1870, 0P00016OC9, 前海开源现金增利货币A, 货币市场基金,0,0,0.25
4210, 0P00019KY5, 前海开源现金增利货币E, 货币市场基金,0,0,0.25
2957, 0P00018CTF, 财通财通宝货币A, 货币市场基金,0,0,0.27
740601, 0P0000XSL2, 长安货币 - A, 货币市场基金,0,0,0.24
787, 0P00014215, 华融现金增利货币C, 货币市场基金,0,0,0.24
20007, F0000003XV, 国泰货币A, 货币市场基金,0,0,0.29
3997, 0P0001A2RH, 泓德添利货币A, 货币市场基金,0,0,0.24
2672, 0P00017VHZ, 诺德货币A, 货币市场基金,0,0,0.23
350004, F000000401, 天治天得利货币A, 货币市场基金,0,0,0.3
511820, 0P000179GB, 鹏华添利交易型货币B, 货币市场基金,0,0,0.25
511910, 0P000186MO, 融通易支付货币 - E, 货币市场基金,0,0,0.28
785, 0P00014213, 华融现金增利货币A, 货币市场基金,0,0,0.24
217025, 0P0000XN2L, 招商理财7天债券 - A, 短债基金,0,0,0.18
901, 0P000153WU, 国开泰富货币A, 货币市场基金,0,0,0.23
750006, 0P0000XWVB, 安信现金管理货币A, 货币市场基金,0,0,0.22
921, 0P0001502X, 中邮现金驿站货币A, 货币市场基金,0,0,0.25
4985, 0P0001BDHT, 博时合晶货币, 货币市场基金,0,0,0.22
163802, F0000003XM, 中银货币 - A, 货币市场基金,0,0,0.27
210, 0P0000ZBI6, 光大保德信现金宝货币A, 货币市场基金,0,0,0.23
4077, 0P00019C5P, 金信民发货币A, 货币市场基金,0,0,0.18
519512, 0P000134ZG, 万家日日薪货币- B, 货币市场基金,0,0,0.26
424, 0P000101H2, 长盛添利宝货币 - A, 货币市场基金,0,0,0.27
483, 0P00011I1A, 鑫元货币 - A, 货币市场基金,0,0,0.24
954, 0P00015R0Z, 国泰睿吉灵活配置混合C, 灵活配置型基金,0,0,3.57
855, 0P00014MXB, 上投摩根天添盈货币 - A, 货币市场基金,0,0,0.25
741, 0P00013TY6, 兴银货币A, 货币市场基金,0,0,0.29
159954, 0P0001CAAX, 南方恒生中国企业ETF, 香港股票型基金,0,0,9.7
2469, 0P00017IUF, 华泰柏瑞交易型货币B, 货币市场基金,0,0,0.3
4849, 0P0001BEFZ, 信诚货币 - E, 货币市场基金,0,0,0.31
771, 0P00013Y7X, 诺安聚鑫宝货币 - A, 货币市场基金,0,0,0.26
300, 0P0000ZE5P, 德邦德利货币A, 货币市场基金,0,0,0.24
70029, 0P0000UVT2, 嘉实安心货币B, 货币市场基金,0,0,0.27
4493, 0P0001A3YL, 华泰保兴货币A, 货币市场基金,0,0,0.26
4787, 0P0001B8CR, 渤海汇金汇添金货币B, 货币市场基金,0,0,0.23
203, 0P0000Z393, 国富日日收益货币A, 货币市场基金,0,0,0.25
253050, 0P0000S1OV, 国联安货币A, 货币市场基金,0,0,0.26
3398, 0P00018V7M, 太平日日金货币A, 货币市场基金,0,0,0.25
1867, 0P00016PXS, 诺安聚鑫宝货币 - D, 货币市场基金,0,0,0.26
550010, 0P0000SH06, 信诚货币 - A, 货币市场基金,0,0,0.31
3588, 0P00018XO4, 东吴增鑫宝货币A, 货币市场基金,0,0,0.28
710501, 0P0000XUWD, 富安达现金通货币A, 货币市场基金,0,0,0.32
779, 0P000146V4, 诺安聚鑫宝货币 - B, 货币市场基金,0,0,0.26
360003, F0000003XT, 光大保德信货币A, 货币市场基金,0,0,0.28
4133, 0P00019L9L, 中航航行宝货币, 货币市场基金,0,0,0.25
166014, 0P0000XLEA, 中欧货币 - A, 货币市场基金,0,0,0.28
2078, 0P000171KF, 浙商日添利货币B, 货币市场基金,0,0,0.3
1842, 0P000173CI, 九泰日添金货币A, 货币市场基金,0,0,0.21
519809, 0P000111LX, 嘉实保证金理财场内实时申赎货币B, 货币市场基金,0,0,0.05
734, 0P00013TLY, 博时天天增利货币A, 货币市场基金,0,0,0.28
2201, 0P00017ASQ, 大成慧成货币B, 货币市场基金,0,0,0.3
721, 0P00013O1V, 兴业货币- A, 货币市场基金,0,0,0.2
110006, F0000003X7, 易方达货币 - A, 货币市场基金,0,0,0.23
519568, 0P000135LY, 浦银安盛日日盈货币 - D, 货币市场基金,0,0,0.31
2299, 0P0001ALXQ, 招商招福宝货币B, 货币市场基金,0,0,0.3
4060, 0P00019C5O, 博时兴盛货币B, 货币市场基金,0,0,0.24
1699, 0P00016FT2, 大成恒丰宝货币E, 货币市场基金,0,0,0.22
2184, 0P000174PM, 泓德泓利货币A, 货币市场基金,0,0,0.22
2747, 0P00017YUC, 中欧货币 - C, 货币市场基金,0,0,0.28
583001, 0P0000NR13, 东吴货币A, 货币市场基金,0,0,0.24
4285, 0P00019RVE, 华富天盈货币A, 货币市场基金,0,0,0.25
681, 0P00013BYA, 信达澳银慧管家货币 - A, 货币市场基金,0,0,0.25
410002, F000000400, 华富货币A, 货币市场基金,0,0,0.24
712, 0P00014MXE, 上投摩根天添宝货币 - A, 货币市场基金,0,0,0.27
576, 0P00013260, 中邮货币A, 货币市场基金,0,0,0.22
519566, 0P00012CW7, 浦银安盛日日盈货币 - A, 货币市场基金,0,0,0.31
511950, 0P000195D9, 广发添利交易型货币A, 货币市场基金,0,0,0.27
4701, 0P0001AJIH, 鹏华盈余宝货币B, 货币市场基金,0,0,0.26
511800, 0P00014OIQ, 易方达货币 - E, 货币市场基金,0,0,0.23
1697, 0P00016FT0, 大成恒丰宝货币A, 货币市场基金,0,0,0.22
5020, 0P0001BF7U, 信诚智惠金货币A, 货币市场基金,0,0,0.25
290001, F0000003VB, 泰信天天收益货币A, 货币市场基金,0,0,0.26
324, 0P0000ZQ35, 华润元大现金收益货币A, 货币市场基金,0,0,0.2
4152, 0P00019Z15, 先锋日添利货币B, 货币市场基金,0,0,0.31
159003, 0P0000YROT, 招商保证金快线货币 - A, 货币市场基金,0,0,0.26
540011, 0P0000U8BE, 汇丰晋信货币A, 货币市场基金,0,0,0.25
4564, 0P0001CA1Z, 北信瑞丰鼎利债券A, 积极债券型,0,0,0.31
519191, 0P000162DX, 万家新利灵活配置混合, 灵活配置型基金,0,0,-0.98
2646, 0P000180P5, 中科沃土货币A, 货币市场基金,0,0,0.23
519327, 0P00018V7A, 浦银安盛幸福聚益18个月定期开放债券C, 纯债基金（封闭式）,0,0,0.2
519588, F0000003YU, 交银货币 - A, 货币市场基金,0,0,0.25
310338, F000000406, 申万菱信收益宝货币 - A, 货币市场基金,0,0,0.22
4151, 0P00019Z14, 先锋日添利货币A, 货币市场基金,0,0,0.29
40003, F020040003, 华安现金富利货币A, 货币市场基金,0,0,0.25
2235, 0P00018004, 泰信天天收益货币E, 货币市场基金,0,0,0.26
206001, 0P00016I3K, 鹏华弘泰灵活配置混合A, 灵活配置型基金,0,0,0.3
511860, 0P00014N9G, 博时保证金实时交易型货币, 货币市场基金,0,0,0.28
320002, F0000003WV, 诺安货币 - A, 货币市场基金,0,0,0.25
644, 0P000135BT, 招商招金宝货币 - A, 货币市场基金,0,0,0.24
370010, F0000003XG, 上投摩根货币 - A, 货币市场基金,0,0,0.24
3066, 0P0001BJ35, 光大保德信尊富18个月定期开放债券C, 普通债券型基金（封闭式）,0,0,0.06
4121, 0P00019GE6, 兴银现金添利货币, 货币市场基金,0,0,0.29
2403, 0P00017EF6, 南方亚洲美元收益债券QDII C 美元现汇, 环球债券,0,0,-0.27
519612, 0P00017PZA, 银河旺利灵活配置混合I, 灵活配置型基金,0,0,-18.23
4072, 0P00019JO1, 金元顺安金通宝货币A, 货币市场基金,0,0,0.18
159001, 0P0000YABM, 易方达保证金收益货币 - A, 货币市场基金,0,0,0.26
2429, 0P000180AF, 华安全球美元票息债券(QDII)人民币C, 环球债券,0,0,-1.45
103, 0P0000YF0E, 国泰中国企业境外高收益债券QDII, 环球债券,0,0,-1.87
70028, 0P0000UVT1, 嘉实安心货币A, 货币市场基金,0,0,0.24
519898, 0P0000Y4X5, 大成现金宝货币A, 货币市场基金,0,0,0.31
519511, 0P0000XSL0, 万家日日薪货币- A, 货币市场基金,0,0,0.23
513030, 0P00013MV7, 华安国际龙头(DAX)ETFQDII, 环球股票,0,0,-1.39
2401, 0P00017EF5, 南方亚洲美元收益债券QDII C 人民币, 环球债券,0,0,0.01
630112, 0P0000XN2K, 华商现金增利货币B, 货币市场基金,0,0,0.2
3585, 0P000195DD, 先锋现金宝货币, 货币市场基金,0,0,0.16
2879, 0P00018DN1, 华夏大中华信用精选债券（QDII）A美元现钞, 环球债券,0,0,-3.4
159006, 0P000151G4, 汇添富收益快钱货币B, 货币市场基金,0,0,0.12
1621, 0P00016Q9S, 国金金腾通货币C, 货币市场基金,0,0,0.22
4205, 0P0001ABM0, 东方支柱产业灵活配置混合, 灵活配置型基金,0,0,8.01
3365, 0P00018U0H, 长江乐享货币C, 货币市场基金,0,0,0.22
4786, 0P0001B8CQ, 渤海汇金汇添金货币A, 货币市场基金,0,0,0.2
3478, 0P00018R1N, 民生加银腾元宝货币A, 货币市场基金,0,0,0.3
3539, 0P00018W2R, 安信现金增利货币B, 货币市场基金,0,0,0.19
161815, 0P0000Q70T, 银华抗通胀主题(QDII-FOF-LOF), 商品 - 其它,0,0,9.09
519618, 0P00018KH7, 银河君信灵活配置混合I, 灵活配置型基金,0,0,4.03
519888, 0P0000XOKI, 汇添富收益快线货币A, 货币市场基金,0,0,0.23
3389, 0P00019QQ6, 招商招益宝货币B, 货币市场基金,0,0,0.3
2878, 0P00018DN0, 华夏大中华信用精选债券（QDII）A美元现汇, 环球债券,0,0,-3.4
3171, 0P00018KPR, 信达澳银慧理财货币, 货币市场基金,0,0,0.19
519858, 0P000102GG, 广发现金宝场内货币A, 货币市场基金,0,0,0.23
683, 0P00013BYC, 信达澳银慧管家货币 - E, 货币市场基金,0,0,0.23
750, 0P00014M02, 安信现金增利货币A, 货币市场基金,0,0,0.19
161721, 0P00014JQX, 招商沪深300地产等权重指数, 行业股票 - 金融地产,0,0,-4.6
3460, 0P00019GVO, 嘉实现金宝货币, 货币市场基金,0,0,0.27
2200, 0P00017ASP, 大成慧成货币A, 货币市场基金,0,0,0.27
519878, 0P00014A60, 国寿安保场内实时申赎货币A, 货币市场基金,0,0,0.24
2877, 0P00018DMT, 华夏大中华信用精选债券（QDII）A人民币, 环球债券,0,0,-3.12
3388, 0P00019QQ5, 招商招益宝货币A, 货币市场基金,0,0,0.27
20031, 0P0000XLEC, 国泰现金管理货币A, 货币市场基金,0,0,0.29
439, 0P000104G2, 国金鑫盈货币, 货币市场基金,0,0,0.2
630012, 0P0000XN2J, 华商现金增利货币A, 货币市场基金,0,0,0.18
20032, 0P0000XLED, 国泰现金管理货币B, 货币市场基金,0,0,0.2
2393, 0P00017IGD, 华安全球美元收益债券QDII 人民币C, 环球债券,0,0,-1.42
2077, 0P000171KE, 浙商日添利货币A, 货币市场基金,0,0,0.28
519800, 0P0000XXHR, 华夏保证金货币A, 货币市场基金,0,0,0.2
2298, 0P0001ALXP, 招商招福宝货币A, 货币市场基金,0,0,0.27
4321, 0P00019PR8, 前海开源沪港深强国产业灵活配置混合, 沪港深保守混合型,0,0,1.41
2202, 0P00017ASR, 大成慧成货币E, 货币市场基金,0,0,0.27
4684, 0P0001AJIC, 鹏华盈余宝货币A, 货币市场基金,0,0,0.23
4628, 0P0001BTZK, 上投摩根岁岁益定期开放债券C, 纯债基金（封闭式）,0,0,-2.99
511970, 0P00018AQ1, 国寿安保货币E, 货币市场基金,0,0,0.26
159005, 0P000151G2, 汇添富收益快钱货币A, 货币市场基金,0,0,0.15
5193, 0P0001CA20, 北信瑞丰鼎利债券C, 积极债券型,0,0,0.27
160717, 0P0000PT79, 嘉实恒生中国企业指数(QDII-LOF), 大中华区股票,0,0,7.71
4979, 0P0001BKQ9, 华夏鼎诺三个月定期开放债券A, 纯债基金（封闭式）,0,0,0.18
673083, 0P000198EO, 西部利得祥运灵活配置混合C, 灵活配置型基金,0,0,4.54
5065, 0P0001BJPV, 中金现金管家货币 - C, 货币市场基金,0,0,0.26
3587, 0P000195DC, 先锋精一灵活配置混合C, 灵活配置型基金,0,0,1.54
160924, 0P0001B82M, 大成恒生指数（QDII-LOF）, 大中华区股票,0,0,8.37
5316, 0P0001CES4, 泰达宏利交利3个月定期开放债券C, 纯债基金（封闭式）,0,0,0.19
4219, 0P00019Q08, 中海添顺定期开放混合, 保守混合型基金（封闭式）,0,0,-0.18
1467, 0P000165ZM, 华富永鑫灵活配置混合C, 灵活配置型基金,0,0,1.31
226, 0P0000Z2BN, 长盛年年收益定期开放债 - C, 纯债基金（封闭式）,0,0,-0.08
5269, 0P0001BUML, 华泰柏瑞港股通量化灵活配置混合, 沪港深积极配置型,0,0,11.06
511620, 0P0001BBWM, 国泰瞬利交易型货币, 货币市场基金,0,0,0.22
5428, 0P0001CEZZ, 渤海汇金汇添益3个月定期开放债券, 普通债券型基金（封闭式）,0,0,0.1
3750, 0P00019750, 创金合信鑫收益灵活配置混合C, 灵活配置型基金,0,0,-0.16
519808, 0P000111LW, 嘉实保证金理财场内实时申赎货币A, 货币市场基金,0,0,0.09
4589, 0P0001AB1P, 民生加银腾元宝货币B, 货币市场基金,0,0,0.32
2880, 0P00018DN2, 华夏大中华信用精选债券（QDII）C人民币, 环球债券,0,0,-3.24
511770, 0P00019V5M, 金鹰现金增益交易型货币E, 货币市场基金,0,0,0.01
225, 0P0000Z2BM, 长盛年年收益定期开放债 - A, 纯债基金（封闭式）,0,0,-0.42
1466, 0P000165ZL, 华富永鑫灵活配置混合A, 灵活配置型基金,0,0,1.32
164705, 0P00011S6B, 汇添富恒生指数（QDII-LOF）A, 大中华区股票,0,0,7.61
792, 0P0001AN3S, 招商定期宝六个月期理财债券, 短债基金（封闭式）,0,0, None
1177, 0P00015X0H, 山西证券日日添利货币C, 货币市场基金,0,0,0.1
2898, 0P00018LLA, 富国两年期理财债券A, 短债基金（封闭式）,0,0,0.2
2899, 0P00018LLB, 富国两年期理财债券C, 短债基金（封闭式）,0,0,0.2
4792, 0P0001C6E0, 富荣富乾债券A, 积极债券型,0,0,-0.26
2860, 0P00018470, 前海开源沪港深新机遇灵活配置混合, 沪港深积极配置型,0,0,0.97
1791, 0P00016KHE, 大成绝对收益策略混合A, 市场中性策略,0,0,3.59
5443, 0P0001CGF2, 国金量化多策略灵活配置混合, 灵活配置型基金,0,0,2.41
519513, 0P000134ZH, 万家日日薪货币- R, 货币市场基金,0,0,0
658, 0P00013BP6, 银华活钱宝货币 - B, 货币市场基金,0,0,0
660, 0P00013BP8, 银华活钱宝货币 - D, 货币市场基金,0,0,0
3184, 0P0001A90J, 中证财通中国可持续发展100 (ECPI ESG) 指数增强C, 普通股票型,0,0,0
4864, 0P0001BK1Y, 泰康现金管家货币D, 货币市场基金,0,0,0
3846, 0P00019K22, 汇安丰恒灵活配置混合C, 灵活配置型基金,0,0,1.53
1792, 0P00016KHF, 大成绝对收益策略混合C, 市场中性策略,0,0,3.98
160628, 0P00013WZU, 鹏华中证800地产指数（LOF）, 行业股票 - 金融地产,0,0,-5.61
160416, 0P0000VGFD, 华安标普全球石油指数 (QDII-LOF), 行业股票,0,0,7.3
4752, 0P0001CA1X, 广发中证传媒ETF联接A, 行业股票 - 科技、传媒及通讯,0,0,-1.46
856, 0P00014MXC, 上投摩根天添盈货币 - B, 货币市场基金,0,0,0
5360, 0P0001C8R1, 汇安资产轮动灵活配置混合, 灵活配置型基金,0,0,11.24
5427, 0P0001CF00, 渤海汇金汇增利3个月定期开放债券, 普通债券型基金（封闭式）,0,0,-0.17
657, 0P00013BP5, 银华活钱宝货币 - A, 货币市场基金,0,0,0
659, 0P00013BP7, 银华活钱宝货币 - C, 货币市场基金,0,0,0
661, 0P00013BP9, 银华活钱宝货币 - E, 货币市场基金,0,0,0
4912, 0P0001BCBI, 中加纯债定期开放债券C, 纯债基金（封闭式）,0,0,0
5337, 0P0001C607, 中加颐慧三个月定期开放债券C, 纯债基金（封闭式）,0,0,0
4243, 0P00019KXT, 广发道琼斯美国石油开发与生产指数（QDII-LOF）C, 行业股票,0,0,16.71
162719, 0P00019KXS, 广发道琼斯美国石油开发与生产指数（QDII-LOF）A, 行业股票,0,0,16.77
4793, 0P0001C6E1, 富荣富乾债券C, 积极债券型,0,0,-0.56
4753, 0P0001CA1Y, 广发中证传媒ETF联接C, 行业股票 - 科技、传媒及通讯,0,0,-1.49
3845, 0P00019K21, 汇安丰恒灵活配置混合A, 灵活配置型基金,0,0,1.54
210007, 0P00016CM7, 金鹰技术领先灵活配置混合A, 灵活配置型基金,0,0,3.53
512200, 0P0001AHZQ, 南方中证全指房地产ETF, 行业股票 - 金融地产,0,0,-6.99
160218, 0P0000XUIF, 国泰国证房地产行业指数, 行业股票 - 金融地产,0,0,-6.44
501000, 0P000165UH, 国金鑫新灵活配置混合(LOF), 灵活配置型基金,0,0,2.63
165513, 0P0000UIFB, 信诚全球商品主题(QDII-FOF-LOF), 商品 - 其它,0,0,15.54
160723, 0P00019X3W, 嘉实原油（QDII-LOF）, 商品 - 其它,0,0,16.36
5224, 0P0001CINB, 广发中证基建工程指数C, 普通股票型,0,0,-3.37
1481, 0P000168OB, 华宝油气(QDII)美元, 行业股票,0,0,21.93
501018, 0P000180AG, 南方原油(QDII-FOF-LOF)A, 商品 - 其它,0,0,15.66
161129, 0P0001985M, 易方达原油（QDII-LOF）A人民币, 商品 - 其它,0,0,16.27
3321, 0P0001985O, 易方达原油（QDII-LOF）C人民币, 商品 - 其它,0,0,16.22
161714, 0P0000S1IT, 招商标普金砖四国指数(QDII-LOF), 新兴市场股票,0,0, None
2196, 0P000180A8, 金鹰技术领先灵活配置混合C, 灵活配置型基金,0,0,3.45
